,Year,Disaster_Group,Disaster_Subgroup,Disaster_Type,Disaster_Subtype,Location,Origin,Aid_Contribution,Dis_Mag_Value,Latitude,Longitude,Local Time,Start_Year,Start_Month,Start_Day,End_Year,End_Month,End_Day,Total_Deaths,Total_Affected,Total_Damages_USD,CPI
1318,2014,Natural,Meteorological,Extreme temperature,Cold wave,Muzaffarnagar district (Uttar Pradesh province),,,3.0,,,,2014,12.0,7.0,2014,12.0,9.0,16.0,,,92.5989805737934
1319,2014,Technological,Technological,Transport accident,Road,Jayalgarh (Uttarakhand state),,,,,,,2014,9.0,13.0,2014,9.0,13.0,13.0,3.0,,92.5989805737934
1320,2014,Technological,Technological,Transport accident,Road,Kashmir,,,,,,,2014,9.0,4.0,2014,9.0,4.0,50.0,,,92.5989805737934
1321,2014,Technological,Technological,Transport accident,Rail,Khalilabad (Uttar Pradesh),,,,,,,2014,5.0,26.0,2014,5.0,26.0,26.0,74.0,,92.5989805737934
1322,2014,Technological,Technological,Transport accident,Rail,Bihar state,,,,,,,2014,8.0,18.0,2014,8.0,18.0,20.0,,,92.5989805737934
1323,2014,Technological,Technological,Transport accident,Rail,Gorakhpur (Uttar Pradesh),,,,,,,2014,10.0,1.0,2014,10.0,1.0,12.0,45.0,,92.5989805737934
1324,2014,Technological,Technological,Industrial accident,Explosion,Godavari district (Andhra Pradesh),,,,,,,2014,6.0,27.0,2014,6.0,27.0,19.0,17.0,,92.5989805737934
1325,2014,Technological,Technological,Industrial accident,Collapse,Chennai (Tamil Nadu),,,,,,,2014,6.0,28.0,2014,6.0,28.0,61.0,27.0,,92.5989805737934
1326,2014,Technological,Technological,Industrial accident,Collapse,Canacona (Goa state),,,,,,,2014,1.0,4.0,2014,1.0,4.0,32.0,14.0,,92.5989805737934
1327,2014,Technological,Technological,Miscellaneous accident,Collapse,New Delhi,,,,,,,2014,6.0,28.0,2014,6.0,28.0,10.0,,,92.5989805737934
1328,2014,Technological,Technological,Miscellaneous accident,Other,Madhya Pradesh,,,,,,,2014,8.0,25.0,2014,8.0,25.0,10.0,60.0,,92.5989805737934
1329,2014,Technological,Technological,Miscellaneous accident,Other,Patna (Bihar state),,,,,,,2014,10.0,3.0,2014,10.0,3.0,33.0,29.0,,92.5989805737934
1330,2015,Natural,Meteorological,Storm,Convective storm,"Gujarat, Punjab, Himachal Pradresh, Haryana, Maharashtra, Bihar, Uttar Pradesh, Madhya Pradesh, Rajasthan, Jammu and Kashmir, Uttarakhand, West Bengal provinces",,,,,,,2015,3.0,6.0,2015,3.0,18.0,27.0,,906000.0,92.7088219860826
1331,2015,Technological,Technological,Miscellaneous accident,Fire,Kandivali (Mumbai),,,,,,,2015,12.0,7.0,2015,12.0,7.0,2.0,3011.0,,92.7088219860826
1332,2015,Natural,Hydrological,Flood,Flash flood,"Chadoora village (72811 district, Jammu and Kashmir province)",Heavy rains,,70288.0,33.1767,76.41,,2015,3.0,20.0,2015,3.0,31.0,44.0,2122.0,76000.0,92.7088219860826
1333,2015,Natural,Hydrological,Flood,Riverine flood,"Mirik, Kalimpong, Darjeeling villages (Darjiling district, West Bengal province),",,,,,,,2015,6.0,23.0,2015,6.0,30.0,40.0,1000.0,,92.7088219860826
1334,2015,Natural,Hydrological,Flood,Riverine flood,"Kachchh, Patan, Banas Kantha districts (Gujarat province), Malda, Jalpaiguri districts (West Bengal province), Jorhat, Dhemaji, Lakhimpur, Dhuburi, Darrang, Goalpara, Karbi Anglong, Marigaon districts (Assam province), Manipur, Orissa, Rajasthan, Madhya Pradesh provinces","Monsoon rains, exacerbated by tail end of Cyclone Komen",,629962.0,26.2074,82.62,,2015,7.0,15.0,2015,8.0,19.0,293.0,13709887.0,,92.7088219860826
1335,2015,Natural,Hydrological,Flood,Riverine flood,"Rajasthan, Uttar Pradesh, Jammu and Kashmir, Arunachal Pradesh, Uttarakhand, Punjab, Haryana, Himachal Pradesh provinces",Torrential monsoonal rains,,,,,,2015,7.0,7.0,2015,7.0,13.0,25.0,,,92.7088219860826
1336,2015,Natural,Hydrological,Flood,,"Sonitpur, Lakhimpur, Kokrajhar, Dhemaji districts (Assam province), Arunachal Pradesh province",,,,,,,2015,7.0,14.0,2015,7.0,16.0,,85250.0,,92.7088219860826
1337,2015,Natural,Meteorological,Storm,Convective storm,"Purnia, Madhepura, Madhubani, Supaul, Sitamarhi districts (Bihar province)",,,150.0,,,,2015,4.0,21.0,2015,4.0,21.0,100.0,125100.0,160000.0,92.7088219860826
1338,2015,Natural,Meteorological,Storm,Convective storm,Tripura province,,,,,,,2015,4.0,4.0,2015,4.0,5.0,1.0,10000.0,3000.0,92.7088219860826
1339,2015,Natural,Meteorological,Storm,Convective storm,"Deogarh, Nabarangpur, Malkangiri districts (Orissa province), Andhra Pradesh province",,,,,,,2015,9.0,6.0,2015,9.0,6.0,32.0,,,92.7088219860826
1340,2015,Natural,Meteorological,Storm,Convective storm,Andhra Pradesh province,,,,,,,2015,5.0,19.0,2015,5.0,19.0,23.0,,,92.7088219860826
1341,2015,Natural,Meteorological,Storm,Convective storm,Maharashtra province,,,,,,,2015,10.0,3.0,2015,10.0,4.0,29.0,,,92.7088219860826
1342,2015,Natural,Geophysical,Earthquake,Ground movement,"Bihar, Uttar Pradesh, West Bengal, Sikkim provinces",,,8.0,28.2305,84.7314,,2015,4.0,25.0,2015,4.0,25.0,78.0,560.0,,92.7088219860826
1343,2015,Natural,Geophysical,Earthquake,Ground movement,Bihar province,,,7.0,27.8087,86.0655,12:35,2015,5.0,12.0,2015,5.0,12.0,20.0,,,92.7088219860826
1344,2015,Natural,Geophysical,Earthquake,Ground movement,"Administrative unit not available districts (Jammu and Kashmir province), Delhi, Punjab provinces",,,8.0,36.5244,70.3676,13:39,2015,10.0,26.0,2015,10.0,26.0,,10.0,,92.7088219860826
1345,2015,Natural,Hydrological,Flood,Flash flood,"Bhadrairuppu village (Virudhunagar district, Tamil Nadu province)",Torrential rain,,14179.0,10.7121,79.18,,2015,5.0,17.0,2015,5.0,21.0,8.0,200.0,,92.7088219860826
1346,2015,Natural,Hydrological,Flood,Riverine flood,"Amreli, Rajkot, Surat districts (Gujarat province), Maharashtra province",Monsoon rains,,43782.0,21.8734,70.76,,2015,6.0,19.0,2015,6.0,20.0,81.0,9000.0,604000.0,92.7088219860826
1347,2015,Natural,Hydrological,Landslide,Landslide,"Barpeta, Sonitpur, Goalpara, Dhemaji, Lakhimpur, Tinsukia, Darrang, Nalbari, Jorhat, Kamrup, Dibrugarh, Nagaon, Bongaigaon districts (Assam province)",Seosnal monsoon,,,26.9195,93.87,,2015,6.0,2.0,2015,6.0,29.0,3.0,9000.0,,92.7088219860826
1348,2015,Natural,Meteorological,Extreme temperature,Heat wave,"Delhi, Andhra Pradesh, Orissa provinces",,,48.0,,,,2015,5.0,20.0,2015,5.0,31.0,2248.0,,,92.7088219860826
1349,2015,Technological,Technological,Transport accident,Air,New Delhi,,,,,,,2015,12.0,22.0,2015,12.0,22.0,10.0,,,92.7088219860826
1350,2015,Technological,Technological,Transport accident,Road,"Near Marotthi (Srinagar, Kashmir)",,,,,,,2015,5.0,11.0,2015,5.0,11.0,23.0,30.0,,92.7088219860826
1351,2015,Technological,Technological,Transport accident,Road,Madhya Pradesh,,,,,,,2015,7.0,1.0,2015,7.0,1.0,21.0,17.0,,92.7088219860826
1352,2015,Technological,Technological,Transport accident,Rail,"Raebareli (Near Lucknow, Uttar Pradesh)",,,,,,,2015,3.0,20.0,2015,3.0,20.0,39.0,38.0,,92.7088219860826
1353,2015,Technological,Technological,Transport accident,Rail,Harda (Madhya Pradesh state),,,,,,,2015,8.0,5.0,2015,8.0,5.0,30.0,60.0,,92.7088219860826
1354,2015,Technological,Technological,Transport accident,Rail,Kaushambhi (Uttar Pradesh),,,,,,,2015,5.0,25.0,2015,5.0,25.0,2.0,100.0,,92.7088219860826
1355,2015,Technological,Technological,Industrial accident,Gas leak,Ludhiana,,,,,,,2015,6.0,14.0,2015,6.0,14.0,6.0,213.0,,92.7088219860826
1356,2015,Technological,Technological,Miscellaneous accident,Explosion,"Petlawad (Jabhua district, Madhya Pradesh)",,,,,,,2015,9.0,13.0,2015,9.0,13.0,104.0,60.0,,92.7088219860826
1357,2015,Technological,Technological,Miscellaneous accident,Other,Baidyanath Jyotirlinga (Jharkhand state),,,,,,,2015,8.0,10.0,2015,8.0,10.0,11.0,50.0,,92.7088219860826
1358,2015,Technological,Technological,Miscellaneous accident,Other,Rajahmundry (Andhra Pradesh),,,,,,,2015,7.0,14.0,2015,7.0,14.0,27.0,34.0,,92.7088219860826
1359,2015,Natural,Climatological,Drought,Drought,"Tamil Nadu, Rajasthan, Jharkhand, Assam, Andhra Pradesh, Himachal Pradesh, Nagaland; Maharashtra, Bihar, Madhya Pradesh, Chhattisgarh, Telangana, Jharkand, Odisha states",Erratic rainfall,,,,,,2015,1.0,,2016,12.0,,,330000000.0,3000000.0,92.7088219860826
1360,2015,Natural,Hydrological,Flood,,Assam province,Monsoonal rain,,69190.0,26.8946,93.75,,2015,8.0,13.0,2015,8.0,19.0,5.0,18000.0,,92.7088219860826
1361,2015,Natural,Hydrological,Flood,,"Dhemaji, Kokrajhar, Bongaigaon, Sonitpur, Barpeta, Goalpara, Marigaon, Cachar, Lakhimpur, Jorhat, Tinsukia, Darrang, Nalbari, Kamrup, Dibrugarh, Sibsagar districts (Assam province)",Hearvy rain,,,,,,2015,8.0,28.0,2015,8.0,30.0,18.0,787000.0,,92.7088219860826
1362,2015,Natural,Hydrological,Flood,,"Chittoor, Cuddapah, Prakasam, Nellore districts (Andhra Pradesh province), Chennai, Cuddalore, Nagapattinam, Kancheepuram, Thiruvallur, Villupuram districts (Tamil Nadu province), Puducherry province",Tropical depression 'Rovan',,93202.0,118.278,788.55,,2015,11.0,8.0,2015,12.0,4.0,325.0,1801000.0,2200000.0,92.7088219860826
1363,2016,Natural,Hydrological,Flood,,"Arunachal Pradesh, Assam, Nagaland provinces",Pre-monsoon rains,,70518.0,27.464,95.607,,2016,4.0,22.0,2016,4.0,25.0,18.0,100000.0,150000.0,93.878436484259
1364,2016,Natural,Meteorological,Storm,Tropical cyclone,Chennai district (Tamil Nadu province); Andhra Pradesh,,,140.0,,,,2016,12.0,12.0,2016,12.0,14.0,24.0,,1000000.0,93.878436484259
1365,2016,Natural,Meteorological,Storm,Convective storm,"Muzaffarpur, Patna, Siwan districts (Bihar province)",,,,,,,2016,6.0,12.0,2016,6.0,12.0,11.0,,,93.878436484259
1366,2016,Natural,Meteorological,Storm,Convective storm,"Bihar, Uttar Pradesh, Jharkhand, Madhya Pradesh provinces",,,,,,,2016,6.0,20.0,2016,6.0,21.0,93.0,,,93.878436484259
1367,2016,Natural,Geophysical,Earthquake,Ground movement,"Guwahati city (Kamrup district, Assam province), East Imphal, West Imphal, Senapati, Thoubal, Bishnupur, Tamenglong districts (Manipur province)",,,7.0,24.804,93.65,,2016,1.0,3.0,2016,1.0,3.0,8.0,10808.0,75000.0,93.878436484259
1368,2016,Natural,Hydrological,Flood,Flash flood,"Chamoli, Pithoragahr districts (Uttarakhand province), Assam, Arunachal Pradesh provinces",Torrential rains,,135742.0,27.068,93.95,,2016,6.0,25.0,2016,7.0,1.0,61.0,,100000.0,93.878436484259
1369,2016,Natural,Hydrological,Flood,Flash flood,"Lakhimpur, Golaghat, Jorhat, Barpeta, Bongaigaon, Goalpara, Dhubri, Marigaon, Darrang, Nalbari districts (Assam province)",Monsoonal rain,,,,,,2016,7.0,28.0,2016,7.0,30.0,50.0,2000000.0,150000.0,93.878436484259
1370,2016,Natural,Hydrological,Landslide,Avalanche,Jammu and Kashmir (Administrative unit not available) (Siachen glacier),,,,,,,2016,2.0,3.0,2016,2.0,3.0,10.0,,,93.878436484259
1371,2016,Natural,Hydrological,Landslide,Landslide,Uttarakhand province,Thunderstorms,,,,,,2016,5.0,22.0,2016,5.0,22.0,10.0,5.0,,93.878436484259
1372,2016,Natural,Meteorological,Extreme temperature,Heat wave,"Andhra Pradesh, Rajasthan, Orissa, Bihar, Jharkhand, Tamil Nadu, Uttar Pradesh provinces",,,51.0,,,,2016,4.0,1.0,2016,5.0,20.0,300.0,,,93.878436484259
1373,2016,Natural,Climatological,Wildfire,Forest fire,"Uttarakhand province (including Almora, Pauri Garhwal, Chamoli districts)",Combination of well above normal tempertaure and lack of rainfall,,,,,,2016,2.0,1.0,2016,5.0,2.0,7.0,,,93.878436484259
1374,2016,Technological,Technological,Transport accident,Air,Between Andaman and Nicobar,,,,,,,2016,7.0,22.0,2016,7.0,22.0,29.0,,,93.878436484259
1375,2016,Technological,Technological,Transport accident,Road,Orissa province,,,,,,,2016,4.0,17.0,2016,4.0,17.0,25.0,11.0,,93.878436484259
1376,2016,Technological,Technological,Transport accident,Road,Adilabad district (Telengana states),,,,,,,2016,5.0,14.0,2016,5.0,14.0,15.0,,,93.878436484259
1377,2016,Technological,Technological,Transport accident,Road,Navsari district,,,,,,,2016,2.0,5.0,2016,2.0,5.0,37.0,24.0,,93.878436484259
1378,2016,Technological,Technological,Transport accident,Road,Between Jharkhand and Raipur states,,,,,,,2016,5.0,4.0,2016,5.0,4.0,13.0,53.0,,93.878436484259
1379,2016,Technological,Technological,Transport accident,Road,Kinnaur district (Himachal Pradesh),,,,,,,2016,5.0,21.0,2016,5.0,21.0,13.0,,,93.878436484259
1380,2016,Technological,Technological,Transport accident,Road,Chamba distrcit (Himachal Pradesh),,,,,,,2016,5.0,20.0,2016,5.0,20.0,17.0,23.0,,93.878436484259
1381,2016,Technological,Technological,Transport accident,Water,South,,,,,,,2016,7.0,,2016,7.0,,27.0,,,93.878436484259
1382,2016,Technological,Technological,Transport accident,Rail,Kanpur (Uttar Pradesh state),,,,,,,2016,11.0,20.0,2016,11.0,20.0,150.0,260.0,,93.878436484259
1383,2016,Technological,Technological,Industrial accident,Fire,New Delhi,,,,,,,2016,11.0,11.0,2016,11.0,11.0,13.0,3.0,,93.878436484259
1384,2016,Technological,Technological,Miscellaneous accident,Explosion,Near Nagpur (Wardha district),,,,,,,2016,5.0,31.0,2016,5.0,31.0,17.0,19.0,,93.878436484259
1385,2016,Technological,Technological,Miscellaneous accident,Collapse,Kolkata district (West Bengal province),,,,,,,2016,3.0,31.0,2016,3.0,31.0,25.0,100.0,,93.878436484259
1386,2016,Technological,Technological,Miscellaneous accident,Collapse,Raigad district (Maharasthra),,,,,,,2016,8.0,3.0,2016,8.0,3.0,42.0,,,93.878436484259
1387,2016,Technological,Technological,Miscellaneous accident,Other,Murud beach (Raigad district),,,,,,,2016,2.0,1.0,2016,2.0,1.0,13.0,,,93.878436484259
1388,2016,Technological,Technological,Miscellaneous accident,Other,Varanasi (Uttar Pradesh),,,,,,,2016,10.0,15.0,2016,10.0,15.0,24.0,20.0,,93.878436484259
1389,2016,Technological,Technological,Miscellaneous accident,Fire,"Paravur area (Kollam district, Kerala province)",,,,,,,2016,4.0,9.0,2016,4.0,10.0,102.0,280.0,,93.878436484259
1390,2016,Technological,Technological,Miscellaneous accident,Fire,Bhubaneswar,,,,,,,2016,10.0,17.0,2016,10.0,17.0,21.0,100.0,,93.878436484259
1391,2016,Natural,Hydrological,Flood,,"Biha, Uttar Pradeshr province (Varanasi, Allahabad, Ghazipur, Ballia, Banda, Jalaun, Ghaziabad, Patna, Bhagalpur, Vaishali, Buxar, Bhojpur, Sonepur, Saran, Begusarai, Samastipur, Lakhisarai, Khagaria, Munger, Nalanda, Katihar, Purnea, Katihar, Supual, Kisanganj, Madhepura, Gopalganj, Saharsa, Araria, East Champaran, Muzafferpur, Kishanganj, Purnea, Araria, Supaul, Bhagalpur, Darbhanga)",Monsoonal rains,,,,,,2016,7.0,15.0,2016,9.0,12.0,254.0,1600000.0,350000.0,93.878436484259
1392,2016,Natural,Hydrological,Flood,,"Bhopal, Hoshangabad, Rewa, Sagar, Shajapur, Jabalpur, Satna, Harda, Panna, Vidisha, Raisen, Mandla, Tikamgarh, Seoni, Damoh, Sehore, Agar-Malwa districts (Madhya Pradesh province)",Monsoonal rains,,,,,,2016,7.0,9.0,2016,8.0,22.0,184.0,100000.0,160000.0,93.878436484259
1393,2016,Natural,Hydrological,Flood,,"Maharashtra (Nashik, Raigad (Mahad), Thane (Bhiwandi), Ratnagiri, Pune, Satara, Kolhapur), Gujarat (Valsad, Chhota Udepur (Vadodara), Navsari and Surat)",Monsoonal rains,,,,,,2016,8.0,1.0,2016,8.0,3.0,37.0,3000.0,,93.878436484259
1394,2016,Natural,Hydrological,Flood,,"Andhra Pradesh province, Telangana",Monsoonal rains,,137435.0,17.654,80.34,,2016,9.0,21.0,2016,9.0,29.0,28.0,3000.0,589000.0,93.878436484259
1395,2016,Technological,Technological,Industrial accident,Other,Godda district (Jharkhand),,,,,,,2016,12.0,29.0,2016,12.0,29.0,22.0,,,93.878436484259
1396,2016,Natural,Hydrological,Flood,,"Jorhat, Golaghat (Assam State)",,,,,,,2016,7.0,17.0,2016,7.0,19.0,34.0,,,93.878436484259
1397,2017,Natural,Meteorological,Storm,Tropical cyclone,"Manipur, Mizoram",,,,,,,2017,5.0,30.0,2017,5.0,31.0,,1970.0,,95.8781657744988
1398,2017,Technological,Technological,Industrial accident,Explosion,Balaghat (Madhya Pradesh),Fireworks,,,,,,2017,6.0,7.0,2017,6.0,7.0,23.0,10.0,,95.8781657744988
1399,2017,Natural,Meteorological,Storm,Tropical cyclone,"Kerala (Thiruvananthapuram, Kozhikode,Ernakulam),Tamil Nadu (Kanyakumari-Munchirai, Thiruvattar,Killiyur, Kurunthancode, Rajakkamangalam-, Tirunelveli, Tuticorin districts), Andhra Pradesh (Chittoor and Nellore), Lakshadweep Islands",,,130.0,,,,2017,12.0,2.0,2017,12.0,2.0,884.0,60000.0,,95.8781657744988
1400,2017,Natural,Meteorological,Storm,Convective storm,"Vaishali, Saran, Patna, Gaya, Sasaram (Rohta), Araria, Nalanda districts (Bihar)",Monsoon,,,,,,2017,7.0,8.0,2017,7.0,11.0,23.0,12.0,,95.8781657744988
1401,2017,Natural,Meteorological,Storm,Convective storm,"Jamui, Champaran, Vaishali, Samastipur, Bihar",,,,,,,2017,5.0,28.0,2017,5.0,28.0,29.0,1250.0,,95.8781657744988
1402,2017,Natural,Meteorological,Storm,Convective storm,Maldah (West Bengal),,,,,,,2017,3.0,25.0,2017,3.0,25.0,4.0,60020.0,,95.8781657744988
1403,2017,Natural,Hydrological,Flood,Flash flood,"Mumbai (Dadar, Khar, Bandra, Lalbaug, Kalina, Sion, Byculla, Matunga, Wadala, Parel, Khar-Danda, Pali Hill, Carter Road, Bandra, Ghatkopar, Bhandup, Mulund, and Santacruz), Thane (Maharashtra)",Torrential rains,,,,,,2017,8.0,29.0,2017,8.0,29.0,14.0,12.0,300000.0,95.8781657744988
1404,2017,Natural,Hydrological,Flood,Flash flood,Chenai (Tamil Nadu),Heavy rains,,50536.0,10.489,79.004,,2017,10.0,30.0,2017,11.0,8.0,21.0,4000.0,,95.8781657744988
1405,2017,Natural,Hydrological,Flood,Riverine flood,"Lakhimpur, Bangaigaon, Jorhat, Golaghat, Cachar, Dhemjai, Biswanath, Karimganj, Barpeta, Karbi Anglong, Sonitpur, Darrang, Hojai (Sub Division), Bhuragaon (Sub Division), Majuli, Nagaon, Nalbari, Sivasagar, Morigaon, Chirang, Dibrugarh, Dhubri, Kokrajhar, South Salmara, Charaideo, Goalpara districts (Assam)",Monsoon rainfall,,,,,,2017,6.0,25.0,2017,7.0,24.0,75.0,1735000.0,,95.8781657744988
1406,2017,Natural,Hydrological,Landslide,Avalanche,"Sonamanrg (Ganderbal district), Gurez Valleys (Jammu and Kashmir state)",Heavy snow,,,,,,2017,1.0,25.0,2017,1.0,26.0,28.0,,,95.8781657744988
1407,2017,Natural,Hydrological,Landslide,Landslide,"Laptap Village, Papumpare district (Arunachal Pradesh)",,,,,,,2017,7.0,11.0,2017,7.0,11.0,22.0,,,95.8781657744988
1408,2017,Natural,Hydrological,Landslide,Landslide,"Kotropi, Mandi district (Himachal Pradesh)",,,,,,,2017,8.0,13.0,2017,8.0,13.0,46.0,100.0,,95.8781657744988
1409,2017,Natural,Meteorological,Extreme temperature,Heat wave,"Andhra Pradesh, Telangana, Maharashtra, Odisha (Orissa)",,,48.0,,,,2017,4.0,12.0,2017,6.0,15.0,264.0,,,95.8781657744988
1410,2017,Technological,Technological,Transport accident,Road,Uttar Pradesh,,,,,,,2017,1.0,20.0,2017,1.0,20.0,15.0,39.0,,95.8781657744988
1411,2017,Technological,Technological,Transport accident,Road,Shimla region (Himachal Pradesh),,,,,,,2017,4.0,19.0,2017,4.0,19.0,44.0,,,95.8781657744988
1412,2017,Technological,Technological,Transport accident,Road,,,,,,,,2017,4.0,21.0,2017,4.0,21.0,13.0,,,95.8781657744988
1413,2017,Technological,Technological,Transport accident,Road,Bareilly city (Uttar Pradesh),Bus collided with a truck and caught fire,,,,,,2017,6.0,5.0,2017,6.0,5.0,22.0,,,95.8781657744988
1414,2017,Technological,Technological,Transport accident,Road,"100km from Shimla (Himachal Pradesh), from Kinnaur to Solan",,,,,,,2017,7.0,20.0,2017,7.0,20.0,28.0,7.0,,95.8781657744988
1415,2017,Technological,Technological,Transport accident,Road,Cachemire,,,,,,,2017,7.0,13.0,2017,7.0,13.0,16.0,,,95.8781657744988
1416,2017,Technological,Technological,Transport accident,Road,"North West, Banas river, 160 km from Jaipur, Rajasthan, Dubi, Sawai Madhopur","Bus fall from bridge, driver lost control",,,,,,2017,12.0,23.0,2017,12.0,23.0,32.0,,,95.8781657744988
1417,2017,Technological,Technological,Transport accident,Water,Near Patna (Bihar),,,,,,,2017,1.0,14.0,2017,1.0,14.0,24.0,,,95.8781657744988
1418,2017,Technological,Technological,Transport accident,Water,"Baghpat, Uttar Pradesh, Yamuna river",Overloading,,,,,,2017,9.0,14.0,2017,9.0,14.0,22.0,,,95.8781657744988
1419,2017,Technological,Technological,Transport accident,Water,Krishna river (Andhra Pradesh state),,,,,,,2017,11.0,12.0,2017,11.0,12.0,23.0,,,95.8781657744988
1420,2017,Technological,Technological,Transport accident,Rail,"Kuneru, Vizianagram district (Andhra Pradesh)",,,,,,,2017,1.0,21.0,2017,1.0,21.0,41.0,68.0,,95.8781657744988
1421,2017,Technological,Technological,Transport accident,Rail,"Khatauli, Muzaffarnagar (Uttar Pradesh state)",,,,,,,2017,8.0,19.0,2017,8.0,19.0,22.0,156.0,,95.8781657744988
1422,2017,Technological,Technological,Transport accident,Rail,Auraiya district,,,,,,,2018,8.0,23.0,2018,8.0,23.0,,100.0,,95.8781657744988
1423,2017,Technological,Technological,Industrial accident,Explosion,"Unchahar, Rae Barelli district (Uttar Pradesh)",,,,,,,2017,11.0,1.0,2017,11.0,1.0,32.0,100.0,,95.8781657744988
1424,2017,Technological,Technological,Industrial accident,Fire,Madhya Pradesh,,,,,,,2017,4.0,,2017,4.0,,13.0,,,95.8781657744988
1425,2017,Technological,Technological,Miscellaneous accident,Explosion,Near Jaipur (Rajasthan),,,,,,,2017,10.0,31.0,2017,10.0,31.0,13.0,,,95.8781657744988
